,term_id,sign_score,level,annotation_gene,start_time,end_time,geneSize,time_size
581,158797,0.0099,1,"817221,821143,823859,825714,827564,831377,832136",82,110,7,29
582,100000,0.0098,1,"842985,832454,838364,838021,841984,820211,830157,817272,841652,3768499,831910,825714,818599,843596,827564,839642,816546,835355,831377,832136,828577,838455,833979,3770591,823859,831151,818633,816270,817646,817499,816545,844010,821143,837974,832057,837778,831832,819107,820741,833471,828489,818731,831861,817221",70,79,44,10
583,179656,0.0098,1,"818822,831472,832070,829995,826914,832247,835398,818069,820741,827001,818899,835375,837265,841447,827830,839642,840894,820775,818903,843810,838984,816546,829730,839869,838079,841984,824699,844264,816936,838151,825208,837179,824970,830101,821840,828577,818672,831528,824937,838364,832454,831122,822055,828595",90,99,44,10
584,56557,0.0098,1,"839433,837778,837974,838455,839642,841843,841984,843596,843810,844010,3768499,816270,816545,816546,817221,817499,817646,818599,818633,818731,819107,821143,820741,823859,825714,828489,828577,3770591,830157,831861,831910,831832,831151,831377,832057,832454,833471,833979,834232,835355",63,73,40,11
585,179658,0.0098,1,"818822,831472,832070,829995,826914,832247,835398,818069,841652,828577,827001,818899,835375,837265,824970,827830,839642,820775,818903,843810,838984,816546,829730,825208,839869,838079,841984,824699,816936,844264,841447,838151,837179,818672,831528,821840,824937,822055,828595,832454,831122,830101,840894,838364",90,99,44,10
586,185734,0.0098,1,"830157,3768499,820176,837179,825208,839869,821840,827001,839642,843810,816546,837265,818672,828489,831122,824937,835375,818903,832454,822055,838151,828595,841984,827830,818899,824970,841447,838079,835398,838851,818822,836043,823831,832070,818069,827307,826914,841652,816936,822517,843903,828884,838807,829995,816768,841534,832247,831472,841558,831528,841468",94,103,51,10
587,188084,0.0098,1,"832454,828577,821143,820211,827001,831151,835398,829283,827830,840894,830157,841900,818903,833979,820176,837555,829730,842985,837179,841843,839869,817646,834286,832136,838021,824699,831377,823859,830101,821840,827921,818672,831122,838455,831832,824937,835355,817272,843596,843048,838364",97,106,41,10
588,76675,0.0097,1,"838021,838364,842985,843048,818672,820176,820211,822266,834286",66,84,9,19
589,106664,0.0097,1,"825208,827830,834212,820775,837555,835375,821840,839869,839930,838151,818300,824699,816936,824937,828595,829730,832454,827001,837265,840894,830128,818903,822055,838364",71,80,24,10
590,99992,0.0097,1,"842985,832454,838364,838021,841984,820211,830157,817272,841843,843810,829730,818633,832136,843596,831910,816546,839642,827564,828577,835355,818599,838455,831377,825714",70,79,24,10
591,100015,0.0096,1,"830754,3768499,820211,831910,839642,830157,817272,825714,833979,816546,818599,3770591,831377,843596,827564,835355,832136,823859,831151,828577,838455,818633,816270,837974,837778,839433,817646,817499,816545,844010,817221,819107,832057,831832,821143,820741,828489,833471,818731,831861,841984,838021,841652,832454,838364",70,79,45,10
592,44061,0.0096,1,"841447,818899,827830,831528,820775,818672,837179,826914,838151,835398,827001,835375,837265,840894,834212,825208,818069,821840,832247,831122,822055,841652,816768,824699,824937,829730,831472,824970,829995,830101,832070,830754,818300,839869,838984,839930,837555,816936,818903,843903,838807,836043,828595,842103,838851",61,70,45,10
593,100200,0.0096,1,"837179,838021,838364,840006,841843,841984,842985,843048,843810,3768499,817272,818672,820176,820211,822266,830157,832454,834286,836393",70,80,19,11
594,86915,0.0096,1,"837179,837265,838151,840006,840894,841447,816768,816936,818903,820775,821840,822055,824699,824937,827001,829730,831122,832247,835375",68,78,19,11
595,189,0.0095,1,"3768499,818899,838250,830157,817174,820176,838984,835431,3770591,837040,844283,828213,844010,830128,828577,839392,828595,841920,835355,832454,814643",49,58,21,10
596,100016,0.0095,1,"830754,3768499,820211,831910,839642,830157,817272,825714,833979,816546,818599,3770591,831377,843596,827564,835355,832136,823859,831151,828577,838455,818633,825208,841984,841652,838021,832454,838364",70,79,28,10
597,112866,0.0095,1,"829730,832454,838364,818672,837179,835375,824699,816936,824937,822266,829283,840006,843810,827921,843048,834286,827001,820176,838984,837555,821840,828213,840894,820775,837265,838151,841900,827830,839869,839930,818300,844264,831122,816768,832247,817272,820211,836393,830157,834212,841984,842985",72,81,42,10
598,179621,0.0095,1,"816270,837778,818343,844343,831861,832057,844010,817221,837974,818599,3770591,821143,834212,827564,825714,828489,818633,823859,817620,819107,839433",90,99,21,10
599,118792,0.0095,1,"817221,828577,841652,831910,833979,817272,832136,831151,818599,839642,827564,825714,831377,821143,820741,3770591,835355,828489,843596,820211,831832",73,82,21,10
600,79890,0.0095,1,"838021,838364,838455,841984,842985,843048,843810,817272,818633,820211,822266,823859,825714,830157,830754,832454",67,77,16,11
601,14956,0.0095,1,"816270,820211,827001,830157,842985,827727,834286,817646,843048,817272,837778,834212,825714,831151,833979,818069,834232,831377,822517,832057,822266,844343,841984,844264,841652,820176,844010,833471,831861,831832,837974,817221,839433,841843,818599,843596,832454,817620,843810,818343,819107,820741,818633,835320,835398,829730,836043,825208,835375,831122,832247,838364,838151,816768,824699,816546,838851,844378,817499,816545,839566,843095,3770591,818731,838455,821143,837996",55,64,67,10
602,187464,0.0094,1,"820211,829283,832136,841900,831377,833979,822266,823859,841843,842985,817646,838455,843596,840894,831832,843048,837555,829730,830101,817272,838364,834286,824699,3768499,835398,838021,828577,820176,827921,831151,839869,835355,837179,837974,817221,844010,821143,827564,825714",96,105,39,10
603,19014,0.0094,1,"817646,816270,817272,839433,831151,825714,833979,827727,842985,841843,834232,844343,832454,831377,832057,834286,841984,844264,837778,819107,833471,831861,818599,843596,817620,818343,843810,818731,817221,835320,820211,827001,818899,837265,830157,834212,820775,818069,816546,829730,818672,827830,832247,822055,838364,839869,838151,820176,831832,843048,822266,832136,824699,841652,844010,824937,835398,835375,825208,836043,826914,822517,824970,816768,821840,830101,831122,838851,818300,835355,818633",56,65,71,10
604,69105,0.0094,1,"820211,817272,831910,825714,827564,843810,832136,830157,818599,832454,831832,841984,828577,818633,839642,817646,837778,816546,843596,831377,823859,3768499,816270,833979,844343,3770591,838455,835355,828489,818731,841843,834286",65,74,32,10
605,106622,0.0093,1,"838672,826914,831122,844283,818822,820775,827001,839869,838079,818899,839930,837265,816936,835375,827830,841447,838151,840894,816768,830128,832247,818300,818903,822055,828595",71,80,25,10
606,99991,0.0093,1,"842985,832454,838364,838021,841984,820211,830157,817272,841843,843810,829730,822266,837179,843596,831910,827564,825714,818599,832136,816546,835355,838455,831377,839642,828577",70,79,25,10
607,118801,0.0093,1,"828577,827564,832136,831151,820741,833979,817272,831910,3770591,839642,821143,828489,831377,818599,843596,825714,835355,838021,830157,820211,829730,834212,838364,841984,841652",73,82,25,10
608,28163,0.0093,1,"837974,817620,818343,820741,818731,835355,833471,817221,816270,839433,833979,843810,819107,832454,831151,841843,818599,831377,834232,843596,831861,841984,831910,832057,839566",58,67,25,10
609,93062,0.0093,1,"830157,817272,832454,820211,838364,838021,841984,829730,843810,834286,822266,834212,842985,818672,827921,837179,824699,824937,835375,841652,829283,840006,843048,820176,821840,816936,827001,838151,837265,840894,816768,828213,832247,820775,838984,818899,837555,839930,827830,841447,822055,818300,828595",69,78,43,10
610,137486,0.0093,1,"828213,840006,817272,828577,838364,843048,842985,843596,822266,820211,833979,830754,829283,827921,831832,841900,841843,838021",77,86,18,10
611,86657,0.0093,1,"837265,820775,832247,841447,831122,840894,822055,838151,818903,825208,816768,818899,826914,831528,818822,830101,841468,824970",68,77,18,10
612,162035,0.0093,1,"837555,841843,842985,843048,843596,817272,822266,829283,831832",83,110,9,28
613,133975,0.0092,1,"818069,841468,830101,824970,841892,824524,829995,835431,831528,832070,831472,838672,827001,818899,837265,835375,827830,840894,820775,818903,818822,816936,825208,841447,818300,822055,839869,839930,826914,838151,816768,830128,832247,831122,838079,828595,834212,844283,828917,838984,837555,816651,816546,821840,818672,832454,843747,837179,824699,841652,844264,829730,824937,823831,838807,822132,841534,842103,834286,820176,822266,822205,843810,841984,828577",76,85,65,10
614,14955,0.0092,1,"816270,820211,827001,830157,842985,827727,834286,817646,843048,817272,837778,834212,825714,831151,833979,818069,834232,831377,822517,832057,822266,844343,841984,844264,841652,820176,844010,833471,831861,831832,837974,817221,839433,841843,818599,843596,832454,817620,843810,818343,819107,820741,818633,835320,835355,818731,837555",55,64,47,10
615,100001,0.0092,1,"842985,832454,838364,838021,841984,820211,830157,817272,841652,3768499,831910,825714,818599,843596,827564,839642,816546,835355,831377,832136,828577,838455,833979,3770591,823859,831151,818633,825208,843810",70,79,29,10
616,1963,0.0092,1,"3768499,843827,3770591,835355,818899,831910,841467,836393,817174,828213,820176,838984,816651,822055,844283,824524,838250,844010,830128,828577,844230,830157,835431,818300,842833,832454,841920,839392,828595",50,59,29,10
617,74374,0.0092,1,"827001,818899,840894,820775,818903,837555,837265,841447,831122,832247,822055,839869,826914,838151,816768,816936,831528,835375,838984,839930,824699,818300,828595,835398,830128,818822,830101,824970,829995",66,75,29,10
618,50277,0.0092,1,"818300,837265,832247,822055,824699,827001,834212,818069,837179,827830,816546,821840,818672,844264,841652,829730,824937,820176,842985,838364,831832,827921,820211,843048,822266,817272,832136,827564,828577",62,71,29,10
619,144637,0.0092,1,"820827,823831,838807,822132,824524,835431,838672,827001,837265,818899,835375,841447,840894,832070,820775,818903,818822,825208,816936,831528,824970,841892,829995,830101,818300,832247,841468,822055,839869,818069,839930,826914,843747,838151,838079,816768,831472,831122,827830,816546,824937,832454,816651,824699,844283,841652,828595,844264,837179,830128,821840",79,88,51,10
620,100205,0.0091,1,"837179,838021,838364,841843,841984,842985,843048,843596,843810,817272,818599,818672,820211,822266,825714,827564,829730,830157,831910,832454",70,80,20,11
621,69106,0.0091,1,"820211,817272,831910,825714,827564,843810,832136,830157,818599,832454,831832,841984,828577,818633,839642,817646,837778,816546,843596,831377,823859,3768499,816270,833979,844343,838364,834286,831151,832057,833471,844010,819107,817221",65,74,33,10
622,99979,0.0091,1,"842985,832454,838364,832247,835375,824699,829730,834286,816768,818672,820176,834212,824937,840006,843048,822266,837179,820775,843810,840894,825208,841652",70,79,22,10
623,79882,0.0091,1,"838021,838455,839642,841984,843048,843596,843810,817272,818633,820211,822266,823859,825714,827564,828577,830157,831910,830754,832136,832454",67,77,20,11
624,79887,0.0091,1,"838021,838364,838455,841984,843048,843596,843810,817272,818633,820211,822266,823859,825714,827564,828577,830157,831910,830754,832136,832454",67,77,20,11
625,183123,0.0091,1,"816270,837778,831861,832057,817620,818343,844343,3770591,819107,830754,816545",92,101,11,10
626,183125,0.0091,1,"816270,837778,831861,832057,817620,818343,844343,839433,819107,830754,816545",92,101,11,10
627,118811,0.0091,1,"837179,832454,824699,831151,829283,830157,834212,833979,829730,842985,843596,817272,838364,827564,838455,832136,820741,838021,820211,841984,841652,825208",73,82,22,10
628,86623,0.0091,1,"820211,817272,832454,843810,830157,822266,842985,838021,841843,834286,841652,836393,820176,838364,843048,827921,834212,829283,818672,832136,818633,828577",68,77,22,10
629,185730,0.0091,1,"830157,3768499,820176,837179,825208,839869,821840,827001,839642,843810,816546,837265,818672,828489,831122,824937,835375,818903,832454,822055,838151,828595,841984,827830,818899,824970,841447,838079,835398,827921,831151,834286,843048,820741,829730,838364,840894,824699,828577,841558,818822,823831,832070,818069,826914,841652,816936,822517,829995,816768,841534,832247,831472,831528,841468",94,103,55,10
630,185731,0.0091,1,"830157,3768499,820176,837179,825208,839869,821840,827001,839642,843810,816546,837265,818672,828489,831122,824937,835375,818903,832454,822055,838151,828595,841984,827830,818899,824970,841447,838079,835398,827921,831151,834286,843048,820741,829730,838364,840894,824699,828577,837555,830101,817272,835355,832247,818822,832070,818069,826914,816936,841652,841534,831472,831528,841468,829995",94,103,55,10
631,99986,0.009,1,"842985,832454,838364,838021,841984,820211,830157,817272,836393,841843,843810,822266,837179,3768499,831910,827564,825714,818599,843596,832136,816546,835355,838455,831377,839642,828577",70,79,26,10
632,106661,0.009,1,"825208,827830,834212,820775,837555,835375,821840,839869,839930,838151,818300,824699,816936,824937,828595,831122,827001,818899,837265,841447,840894,832247,816768,818903,822055,830128",71,80,26,10
633,181486,0.009,1,"828884,823831,820827,841468,816768,833471,832070,818899,841447,818822,831528,824970,826914,841652,829995,831472,832247,838079,835431,841558,827307,822517,838807,838851,843903,836043",91,100,26,10
634,185729,0.0089,1,"830157,3768499,820176,837179,825208,839869,821840,827001,839642,843810,816546,837265,818672,828489,831122,824937,835375,818903,832454,822055,838151,828595,841984,827830,818899,824970,841447,838079,835398,827921,831151,834286,843048,820741,829730,838364,843903,818822,836043,823831,832070,818069,827307,826914,841652,816936,822517,838807,829995,816768,841534,832247,831472,841558,831528,841468",94,103,56,10
635,79883,0.0089,1,"838021,838364,838455,841984,842985,843048,843810,817272,820176,820211,822266,823859,825714,830157,830754,832454,834286",67,77,17,11
636,141024,0.0089,1,"838984,834212,821840,837179,829730,818672,820176,835375,840894,820775,816546,816936,832454,839869,838151,827830,837555,824699,824937,827001,837265,818069,824970,818899,844283,818903,818822,825208,831528,841447,841892,829995,830101,818300,822055,832070,839930,826914,816768,830128,832247,831122,841468,838079,841652,844264,831472,838672,828595,843810,834286,841984,843596,835398,838807,827921,822266,842985,843048,828213",78,87,60,10
637,19013,0.0089,1,"817646,816270,817272,839433,831151,825714,833979,827727,842985,841843,834232,844343,832454,831377,832057,834286,841984,844264,837778,819107,833471,831861,818599,843596,817620,818343,843810,818731,817221,835320,820211,827001,818899,837265,830157,834212,820775,818069,816546,829730,818672,827830,832247,822055,838364,839869,838151,820176,831832,843048,822266,832136,824699,841652,844010,824937,817499,835355,820741,837974",56,65,60,10
